ph,temperature,turbidity,tds,Potability,timestamp
6.31,21.69,999.99,83.85,0,2026-05-01T07:34:04.496975+00:00
6.29,21.75,1000.0,84.07,0,2026-05-01T07:34:07.760947+00:00
6.31,21.75,1000.0,83.74,0,2026-05-01T07:34:11.023504+00:00
6.31,21.75,1000.0,84.07,0,2026-05-01T07:34:14.286309+00:00
6.31,21.81,1000.0,83.3,0,2026-05-01T07:34:17.549457+00:00
6.28,21.81,1000.0,83.3,0,2026-05-01T07:34:20.811975+00:00
6.3,21.87,1000.0,84.18,0,2026-05-01T07:34:24.075550+00:00
6.32,21.87,1000.0,84.18,0,2026-05-01T07:34:27.342631+00:00
6.3,21.87,1000.0,84.18,0,2026-05-01T07:34:30.603720+00:00
6.29,21.87,1000.0,84.51,0,2026-05-01T07:34:33.864844+00:00
6.3,21.94,1000.0,83.74,0,2026-05-01T07:34:37.127636+00:00
6.31,22.0,1000.0,83.96,0,2026-05-01T07:34:41.768698+00:00
6.31,22.0,1000.0,84.29,0,2026-05-01T07:34:43.653769+00:00
6.3,22.0,1000.0,83.96,0,2026-05-01T07:34:46.916653+00:00
6.33,22.06,1000.0,84.18,0,2026-05-01T07:34:50.180244+00:00
6.31,22.12,1000.0,84.07,0,2026-05-01T07:34:53.442519+00:00
6.31,22.12,1000.0,83.41,0,2026-05-01T07:34:56.705812+00:00
6.31,22.12,1000.0,83.41,0,2026-05-01T07:34:59.969120+00:00
6.32,22.19,1000.0,84.29,0,2026-05-01T07:35:03.231547+00:00
6.31,22.19,1000.0,84.61,0,2026-05-01T07:35:06.494778+00:00
6.31,22.25,1000.0,84.5,0,2026-05-01T07:35:09.757513+00:00
6.34,22.19,1000.0,84.61,0,2026-05-01T07:35:13.020781+00:00
6.31,22.25,1000.0,84.83,0,2026-05-01T07:35:16.284190+00:00
6.35,22.31,1000.0,85.05,0,2026-05-01T07:35:19.547641+00:00
6.3,22.31,1000.0,85.71,0,2026-05-01T07:35:22.810058+00:00
6.32,22.37,1000.0,85.59,0,2026-05-01T07:35:26.072790+00:00
6.32,22.37,1000.0,84.61,0,2026-05-01T07:35:29.336209+00:00
6.32,22.44,1000.0,83.84,0,2026-05-01T07:35:32.598855+00:00
6.32,22.44,1000.0,84.82,0,2026-05-01T07:35:35.862238+00:00
6.32,22.44,1000.0,84.17,0,2026-05-01T07:35:39.125187+00:00
6.32,22.5,1000.0,86.35,0,2026-05-01T07:35:45.650961+00:00
6.32,22.5,1000.0,85.04,0,2026-05-01T07:35:48.913941+00:00
6.3,22.56,1000.0,85.91,0,2026-05-01T07:35:52.177281+00:00
6.32,22.56,1000.0,85.58,0,2026-05-01T07:35:55.440292+00:00
6.31,22.62,1000.0,84.49,0,2026-05-01T07:35:58.703313+00:00
6.32,22.62,1000.0,85.14,0,2026-05-01T07:36:01.968240+00:00
6.32,22.62,1000.0,85.14,0,2026-05-01T07:36:05.229493+00:00
6.34,22.69,1000.0,84.71,0,2026-05-01T07:36:08.492561+00:00
6.32,22.69,1000.0,86.01,0,2026-05-01T07:36:11.757593+00:00
6.32,22.75,1000.0,86.55,0,2026-05-01T07:36:15.025544+00:00
6.33,22.75,1000.0,85.57,0,2026-05-01T07:36:18.284641+00:00
6.32,22.81,1000.0,86.43,0,2026-05-01T07:36:21.547145+00:00
6.33,22.81,1000.0,86.43,0,2026-05-01T07:36:24.810448+00:00
6.33,22.87,1000.0,86.32,0,2026-05-01T07:36:28.075729+00:00
6.32,22.87,1000.0,85.67,0,2026-05-01T07:36:31.355276+00:00
6.31,22.87,1000.0,86.64,0,2026-05-01T07:36:34.606871+00:00
6.31,22.87,1000.0,86.64,0,2026-05-01T07:36:37.870355+00:00
6.31,22.94,1000.0,86.85,0,2026-05-01T07:36:41.134352+00:00
6.32,23.0,1000.0,86.74,0,2026-05-01T07:36:44.448082+00:00
6.34,22.94,1000.0,86.53,0,2026-05-01T07:36:47.679261+00:00
6.32,23.06,1000.0,86.95,0,2026-05-01T07:36:50.928605+00:00
6.31,23.0,1000.0,86.74,0,2026-05-01T07:36:54.203048+00:00
6.3,23.06,1000.0,86.63,0,2026-05-01T07:36:57.451055+00:00
6.33,23.12,1000.0,86.19,0,2026-05-01T07:37:00.715047+00:00
6.31,23.19,1000.0,86.08,0,2026-05-01T07:37:03.978950+00:00
6.3,23.12,1000.0,86.52,0,2026-05-01T07:37:07.239900+00:00
6.3,23.19,1000.0,86.72,0,2026-05-01T07:37:10.501193+00:00
6.31,23.25,1000.0,85.65,0,2026-05-01T07:37:13.765621+00:00
6.31,23.25,1000.0,86.61,0,2026-05-01T07:37:17.028389+00:00
6.32,23.25,1000.0,86.93,0,2026-05-01T07:37:20.291034+00:00
6.31,23.25,1000.0,87.57,0,2026-05-01T07:37:23.554318+00:00
6.32,23.25,1000.0,86.93,0,2026-05-01T07:37:33.601219+00:00
6.31,23.31,1000.0,86.5,0,2026-05-01T07:37:33.611536+00:00
6.31,23.31,1000.0,87.46,0,2026-05-01T07:37:33.638861+00:00
6.32,23.31,1000.0,86.82,0,2026-05-01T07:37:36.605238+00:00
6.31,23.37,1000.0,87.03,0,2026-05-01T07:37:39.868798+00:00
6.32,23.37,1000.0,87.03,0,2026-05-01T07:37:43.146769+00:00
6.3,23.44,1000.0,86.92,0,2026-05-01T07:37:46.394378+00:00
6.31,23.5,1000.0,87.12,0,2026-05-01T07:37:52.921597+00:00
6.3,23.5,1000.0,86.17,0,2026-05-01T07:37:56.184336+00:00
6.34,23.56,1000.0,85.74,0,2026-05-01T07:37:59.447277+00:00
6.31,23.62,1000.0,85.63,0,2026-05-01T07:38:02.710921+00:00
6.31,23.56,1000.0,85.74,0,2026-05-01T07:38:05.966244+00:00
6.31,23.62,1000.0,86.26,0,2026-05-01T07:38:09.231619+00:00
6.3,23.69,1000.0,85.52,0,2026-05-01T07:38:12.499145+00:00
6.3,23.69,1000.0,85.83,0,2026-05-01T07:38:15.757001+00:00
6.31,23.69,1000.0,85.52,0,2026-05-01T07:38:19.020518+00:00
6.3,23.69,1000.0,86.15,0,2026-05-01T07:38:22.283295+00:00
6.31,23.75,1000.0,85.41,0,2026-05-01T07:38:25.545467+00:00
6.32,23.81,1000.0,84.03,0,2026-05-01T07:38:28.806477+00:00
6.31,23.81,1000.0,85.61,0,2026-05-01T07:38:32.076112+00:00
6.31,23.81,1000.0,85.61,0,2026-05-01T07:38:35.332927+00:00
6.3,23.81,1000.0,85.61,0,2026-05-01T07:38:38.597405+00:00
6.29,23.87,1000.0,84.87,0,2026-05-01T07:38:41.859378+00:00
6.32,23.94,1000.0,85.4,0,2026-05-01T07:38:45.120308+00:00
6.31,23.87,1000.0,85.5,0,2026-05-01T07:38:48.383502+00:00
6.31,23.94,1000.0,85.4,0,2026-05-01T07:38:51.645681+00:00
6.3,24.0,1000.0,85.29,0,2026-05-01T07:38:54.907734+00:00
6.33,24.0,1000.0,86.23,0,2026-05-01T07:38:58.172031+00:00
6.31,24.0,1000.0,85.29,0,2026-05-01T07:39:01.433842+00:00
6.31,24.06,1000.0,84.86,0,2026-05-01T07:39:04.700473+00:00
6.32,24.06,1000.0,85.18,0,2026-05-01T07:39:07.964022+00:00
6.3,24.12,1000.0,85.7,0,2026-05-01T07:39:11.222700+00:00
6.31,24.12,1000.0,85.38,0,2026-05-01T07:39:14.485124+00:00
6.31,24.19,1000.0,85.59,0,2026-05-01T07:39:17.749478+00:00
6.3,24.19,1000.0,85.28,0,2026-05-01T07:39:21.012307+00:00
6.32,24.19,1000.0,85.59,0,2026-05-01T07:39:24.303341+00:00
6.31,24.25,1000.0,84.54,0,2026-05-01T07:39:27.540870+00:00
6.29,24.25,1000.0,84.85,0,2026-05-01T07:39:30.806429+00:00
6.29,24.31,1000.0,85.06,0,2026-05-01T07:39:34.065137+00:00
6.29,24.31,1000.0,85.37,0,2026-05-01T07:39:37.328503+00:00
6.32,24.31,1000.0,86.0,0,2026-05-01T07:39:40.590027+00:00
6.3,24.31,1000.0,85.37,0,2026-05-01T07:39:43.866353+00:00
6.3,24.37,1000.0,85.27,0,2026-05-01T07:39:47.115781+00:00
6.3,24.37,1000.0,85.89,0,2026-05-01T07:39:50.379451+00:00
6.31,24.44,1000.0,85.16,0,2026-05-01T07:39:53.641181+00:00
6.3,24.37,1000.0,85.89,0,2026-05-01T07:39:56.906919+00:00
6.3,24.5,1000.0,85.68,0,2026-05-01T07:40:00.169480+00:00
6.3,24.5,1000.0,85.68,0,2026-05-01T07:40:03.432939+00:00
6.31,24.56,1000.0,85.26,0,2026-05-01T07:40:06.697396+00:00
6.3,24.56,1000.0,85.88,0,2026-05-01T07:40:09.965611+00:00
6.3,24.56,1000.0,85.88,0,2026-05-01T07:40:18.283144+00:00
6.3,24.5,1000.0,86.61,0,2026-05-01T07:40:18.283192+00:00
6.3,24.62,1000.0,86.08,0,2026-05-01T07:40:19.749825+00:00
6.31,24.62,1000.0,85.77,0,2026-05-01T07:40:23.031910+00:00
6.28,24.69,1000.0,85.98,0,2026-05-01T07:40:26.278351+00:00
6.3,24.69,1000.0,86.29,0,2026-05-01T07:40:29.534718+00:00
6.28,24.69,1000.0,85.98,0,2026-05-01T07:40:32.797232+00:00
6.29,24.75,1000.0,85.87,0,2026-05-01T07:40:36.061297+00:00
6.29,24.75,1000.0,85.87,0,2026-05-01T07:40:39.331977+00:00
6.28,24.75,1000.0,86.8,0,2026-05-01T07:40:45.853795+00:00
6.31,24.81,1000.0,86.38,0,2026-05-01T07:40:49.121653+00:00
6.29,24.87,1000.0,84.41,0,2026-05-01T07:40:52.386743+00:00
6.28,24.87,1000.0,86.58,0,2026-05-01T07:40:55.644689+00:00
6.29,24.87,1000.0,86.58,0,2026-05-01T07:40:58.915338+00:00
6.28,24.87,1000.0,86.89,0,2026-05-01T07:41:02.168958+00:00
6.28,24.87,1000.0,86.27,0,2026-05-01T07:41:05.432336+00:00
6.28,24.94,1000.0,87.09,0,2026-05-01T07:41:08.695247+00:00
6.29,25.0,1000.0,86.36,0,2026-05-01T07:41:11.960180+00:00
6.28,24.94,1000.0,86.47,0,2026-05-01T07:41:15.223857+00:00
6.29,25.0,1000.0,86.36,0,2026-05-01T07:41:18.490615+00:00
6.28,25.0,1000.0,86.67,0,2026-05-01T07:41:21.751192+00:00
6.29,25.06,1000.0,87.18,0,2026-05-01T07:41:25.017092+00:00
6.28,25.06,1000.0,86.57,0,2026-05-01T07:41:28.276514+00:00
6.28,25.06,1000.0,86.26,0,2026-05-01T07:41:31.534569+00:00
6.27,25.12,1000.0,86.77,0,2026-05-01T07:41:34.798601+00:00
6.28,25.12,1000.0,87.07,0,2026-05-01T07:41:38.061063+00:00
6.28,25.19,1000.0,86.96,0,2026-05-01T07:41:41.324994+00:00
6.29,25.19,1000.0,86.96,0,2026-05-01T07:41:44.587875+00:00
6.27,25.19,1000.0,86.66,0,2026-05-01T07:41:47.853514+00:00
6.3,25.19,1000.0,87.27,0,2026-05-01T07:41:51.117144+00:00
6.28,25.19,1000.0,86.96,0,2026-05-01T07:41:54.382550+00:00
6.27,25.25,1000.0,86.86,0,2026-05-01T07:41:57.642368+00:00
6.28,25.31,1000.0,85.83,0,2026-05-01T07:42:00.903585+00:00
6.27,25.31,1000.0,86.44,0,2026-05-01T07:42:04.166392+00:00
6.28,25.31,1000.0,86.75,0,2026-05-01T07:42:07.429232+00:00
6.28,25.37,1000.0,86.03,0,2026-05-01T07:42:10.692155+00:00
6.27,25.37,1000.0,86.33,0,2026-05-01T07:42:13.953674+00:00
6.27,25.44,1000.0,85.92,0,2026-05-01T07:42:17.218041+00:00
6.28,25.44,1000.0,85.92,0,2026-05-01T07:42:20.498737+00:00
6.28,25.44,1000.0,86.84,0,2026-05-01T07:42:23.749560+00:00
6.28,25.44,1000.0,86.84,0,2026-05-01T07:42:27.012808+00:00
6.26,25.5,1000.0,86.12,0,2026-05-01T07:42:30.273850+00:00
6.32,25.56,1000.0,86.32,0,2026-05-01T07:42:33.531731+00:00
6.27,25.56,1000.0,86.32,0,2026-05-01T07:42:36.796203+00:00
6.27,25.56,1000.0,86.32,0,2026-05-01T07:42:40.059500+00:00
6.25,25.56,1000.0,85.71,0,2026-05-01T07:42:46.594545+00:00
6.27,25.62,1000.0,86.82,0,2026-05-01T07:42:49.851862+00:00
6.28,25.69,1000.0,86.41,0,2026-05-01T07:42:53.118525+00:00
6.28,25.62,1000.0,86.52,0,2026-05-01T07:42:56.384028+00:00
6.28,25.69,1000.0,85.8,0,2026-05-01T07:42:59.645173+00:00
6.27,25.69,1000.0,86.41,0,2026-05-01T07:43:08.301056+00:00
6.27,25.75,1000.0,86.0,0,2026-05-01T07:43:08.301003+00:00
6.27,25.81,1000.0,85.89,0,2026-05-01T07:43:09.432040+00:00
6.28,25.81,1000.0,86.8,0,2026-05-01T07:43:12.699811+00:00
6.28,25.81,1000.0,86.2,0,2026-05-01T07:43:15.961682+00:00
6.27,25.81,1000.0,86.5,0,2026-05-01T07:43:19.217375+00:00
6.27,25.87,1000.0,86.4,0,2026-05-01T07:43:22.480958+00:00
6.27,25.87,1000.0,87.0,0,2026-05-01T07:43:25.746109+00:00
6.27,25.87,1000.0,86.09,0,2026-05-01T07:43:29.006125+00:00
6.25,25.94,1000.0,86.59,0,2026-05-01T07:43:32.280600+00:00
6.27,25.94,1000.0,86.29,0,2026-05-01T07:43:35.535659+00:00
6.26,25.94,1000.0,86.59,0,2026-05-01T07:43:38.794143+00:00
6.27,26.0,1000.0,86.49,0,2026-05-01T07:43:42.057068+00:00
6.26,26.0,1000.0,86.49,0,2026-05-01T07:43:45.318585+00:00
6.27,26.0,1000.0,86.49,0,2026-05-01T07:43:48.581700+00:00
6.26,26.0,1000.0,86.49,0,2026-05-01T07:43:51.845921+00:00
6.27,26.0,1000.0,86.49,0,2026-05-01T07:43:55.110329+00:00
6.27,26.0,1000.0,86.79,0,2026-05-01T07:43:58.376257+00:00
6.26,26.06,1000.0,86.98,0,2026-05-01T07:44:01.642732+00:00
6.28,26.12,1000.0,86.58,0,2026-05-01T07:44:04.903758+00:00
6.28,26.12,1000.0,86.27,0,2026-05-01T07:44:08.170647+00:00
6.28,26.12,1000.0,86.58,0,2026-05-01T07:44:11.430474+00:00
6.27,26.12,1000.0,87.18,0,2026-05-01T07:44:14.693764+00:00
6.26,26.19,1000.0,86.77,0,2026-05-01T07:44:17.953590+00:00
6.27,26.19,1000.0,86.47,0,2026-05-01T07:44:21.217472+00:00
6.27,26.19,1000.0,84.96,0,2026-05-01T07:44:24.476710+00:00
6.28,26.19,1000.0,87.07,0,2026-05-01T07:44:27.742206+00:00
6.26,26.25,1000.0,86.97,0,2026-05-01T07:44:31.014071+00:00
6.26,26.25,1000.0,86.66,0,2026-05-01T07:44:34.277061+00:00
6.26,26.31,1000.0,85.66,0,2026-05-01T07:44:37.538793+00:00
6.24,26.25,1000.0,86.66,0,2026-05-01T07:44:40.811789+00:00
6.25,26.31,1000.0,86.26,0,2026-05-01T07:44:44.061706+00:00
6.25,26.31,1000.0,86.86,0,2026-05-01T07:44:47.317816+00:00
6.26,26.31,1000.0,86.86,0,2026-05-01T07:44:50.580994+00:00
6.26,26.37,1000.0,86.75,0,2026-05-01T07:44:53.843640+00:00
6.24,26.37,1000.0,86.75,0,2026-05-01T07:44:57.105129+00:00
6.26,26.37,1000.0,86.45,0,2026-05-01T07:45:00.372135+00:00
6.26,26.44,1000.0,87.25,0,2026-05-01T07:45:03.638865+00:00
6.24,26.44,1000.0,86.95,0,2026-05-01T07:45:06.894339+00:00
6.25,26.44,1000.0,86.95,0,2026-05-01T07:45:10.157350+00:00
6.24,26.5,1000.0,87.44,0,2026-05-01T07:45:13.423066+00:00
6.26,26.5,1000.0,86.54,0,2026-05-01T07:45:16.684748+00:00
6.26,26.5,1000.0,85.95,0,2026-05-01T07:45:19.946159+00:00
6.24,26.56,1000.0,86.74,0,2026-05-01T07:45:23.209411+00:00
6.25,26.56,1000.0,86.74,0,2026-05-01T07:45:26.472253+00:00
6.25,26.62,1000.0,87.23,0,2026-05-01T07:45:29.743890+00:00
6.24,26.62,1000.0,84.84,0,2026-05-01T07:45:32.998335+00:00
6.24,26.62,1000.0,86.63,0,2026-05-01T07:45:36.260168+00:00
6.24,26.62,1000.0,86.33,0,2026-05-01T07:45:39.523440+00:00
6.23,26.62,1000.0,86.33,0,2026-05-01T07:45:42.786377+00:00
6.24,26.62,1000.0,86.93,0,2026-05-01T07:45:49.423967+00:00
6.24,26.69,1000.0,87.12,0,2026-05-01T07:45:49.443151+00:00
6.25,26.69,1000.0,86.82,0,2026-05-01T07:45:52.577718+00:00
6.24,26.69,1000.0,86.82,0,2026-05-01T07:45:55.837192+00:00
6.24,26.69,1000.0,86.82,0,2026-05-01T07:45:59.100442+00:00
6.23,26.69,1000.0,86.53,0,2026-05-01T07:46:02.363455+00:00
6.24,26.75,1000.0,87.02,0,2026-05-01T07:46:05.629393+00:00
6.24,26.81,1000.0,86.61,0,2026-05-01T07:46:08.889778+00:00
6.24,26.87,1000.0,86.81,0,2026-05-01T07:46:12.152612+00:00
6.25,26.81,1000.0,87.5,0,2026-05-01T07:46:15.416726+00:00
6.25,26.81,1000.0,86.91,0,2026-05-01T07:46:18.678593+00:00
6.24,26.87,1000.0,86.81,0,2026-05-01T07:46:21.942056+00:00
6.24,26.87,1000.0,86.81,0,2026-05-01T07:46:25.204620+00:00
6.24,26.94,1000.0,86.7,0,2026-05-01T07:46:28.467468+00:00
6.23,26.94,1000.0,86.7,0,2026-05-01T07:46:31.731847+00:00
6.23,26.94,1000.0,86.7,0,2026-05-01T07:46:34.995046+00:00
6.24,26.94,1000.0,86.7,0,2026-05-01T07:46:38.257045+00:00
6.23,26.94,1000.0,85.81,0,2026-05-01T07:46:41.521236+00:00
6.24,27.0,1000.0,85.41,0,2026-05-01T07:46:44.787209+00:00
6.23,27.0,1000.0,86.01,0,2026-05-01T07:46:48.071428+00:00
6.21,27.0,1000.0,85.71,0,2026-05-01T07:46:51.312709+00:00
6.22,27.06,1000.0,86.49,0,2026-05-01T07:46:54.576806+00:00
6.23,27.06,1000.0,87.97,0,2026-05-01T07:46:57.838855+00:00
6.21,27.12,1000.0,85.8,0,2026-05-01T07:47:01.099376+00:00
6.23,27.12,1000.0,85.51,0,2026-05-01T07:47:04.361564+00:00
6.23,27.12,1000.0,85.8,0,2026-05-01T07:47:07.623678+00:00
6.22,27.12,1000.0,85.8,0,2026-05-01T07:47:10.887963+00:00
6.23,27.19,1000.0,85.7,0,2026-05-01T07:47:14.149117+00:00
6.23,27.19,1000.0,86.29,0,2026-05-01T07:47:17.416992+00:00
6.23,27.25,1000.0,86.18,0,2026-05-01T07:47:20.678348+00:00
6.22,27.25,1000.0,85.89,0,2026-05-01T07:47:23.939688+00:00
6.23,27.25,1000.0,85.89,0,2026-05-01T07:47:27.202226+00:00
6.22,27.25,1000.0,86.18,0,2026-05-01T07:47:30.465593+00:00
6.23,27.31,1000.0,86.08,0,2026-05-01T07:47:33.730660+00:00
6.23,27.31,1000.0,86.37,0,2026-05-01T07:47:36.990550+00:00
6.27,27.31,1000.0,85.79,0,2026-05-01T07:47:40.254203+00:00
6.2,27.31,1000.0,86.37,0,2026-05-01T07:47:43.517275+00:00
6.21,27.31,1000.0,86.08,0,2026-05-01T07:47:46.780259+00:00
6.24,27.31,1000.0,86.37,0,2026-05-01T07:47:50.042538+00:00
6.21,27.37,1000.0,86.27,0,2026-05-01T07:47:53.305664+00:00
6.22,27.44,1000.0,86.46,0,2026-05-01T07:47:56.568828+00:00
6.22,27.37,1000.0,86.57,0,2026-05-01T07:47:59.831074+00:00
6.23,27.44,1000.0,85.88,0,2026-05-01T07:48:03.094806+00:00
6.24,27.44,1000.0,86.17,0,2026-05-01T07:48:06.358229+00:00
6.24,27.5,1000.0,84.6,0,2026-05-01T07:48:09.621591+00:00
6.22,27.5,1000.0,86.07,0,2026-05-01T07:48:12.883752+00:00
6.23,27.5,1000.0,85.77,0,2026-05-01T07:48:16.147133+00:00
6.22,27.5,1000.0,85.77,0,2026-05-01T07:48:19.411346+00:00
6.24,27.56,1000.0,86.55,0,2026-05-01T07:48:22.672511+00:00
6.23,27.5,1000.0,86.07,0,2026-05-01T07:48:25.936112+00:00
6.22,27.56,1000.0,86.26,0,2026-05-01T07:48:32.151769+00:00
6.22,27.56,1000.0,86.55,0,2026-05-01T07:48:32.462640+00:00
6.22,27.62,1000.0,86.15,0,2026-05-01T07:48:35.726879+00:00
6.25,27.62,1000.0,86.15,0,2026-05-01T07:48:38.989046+00:00
6.21,27.62,1000.0,86.74,0,2026-05-01T07:48:42.255022+00:00
6.23,27.62,1000.0,86.45,0,2026-05-01T07:48:45.515827+00:00
6.24,27.69,1000.0,86.63,0,2026-05-01T07:48:48.780616+00:00
6.19,27.62,1000.0,87.32,0,2026-05-01T07:48:52.043221+00:00
6.23,27.69,1000.0,86.93,0,2026-05-01T07:48:55.303550+00:00
6.23,27.75,1000.0,87.11,0,2026-05-01T07:48:58.565956+00:00
6.22,27.69,1000.0,86.63,0,2026-05-01T07:49:01.829688+00:00
6.21,27.69,1000.0,86.93,0,2026-05-01T07:49:05.092933+00:00
6.23,27.75,1000.0,87.11,0,2026-05-01T07:49:08.358669+00:00
6.21,27.75,1000.0,87.4,0,2026-05-01T07:49:11.619793+00:00
6.22,27.81,1000.0,87.01,0,2026-05-01T07:49:14.883192+00:00
6.21,27.81,1000.0,87.3,0,2026-05-01T07:49:18.147168+00:00
6.25,27.81,1000.0,86.72,0,2026-05-01T07:49:21.409729+00:00
6.2,27.81,1000.0,87.88,0,2026-05-01T07:49:24.674142+00:00
6.22,27.87,1000.0,87.78,0,2026-05-01T07:49:27.939116+00:00
6.24,27.94,1000.0,87.1,0,2026-05-01T07:49:31.196648+00:00
6.24,27.94,1000.0,86.52,0,2026-05-01T07:49:34.465830+00:00
6.24,27.94,1000.0,85.06,0,2026-05-01T07:49:37.737405+00:00
6.21,27.94,1000.0,86.81,0,2026-05-01T07:49:40.989217+00:00
6.22,27.94,1000.0,87.1,0,2026-05-01T07:49:44.251730+00:00
6.21,27.94,1000.0,87.38,0,2026-05-01T07:49:47.530201+00:00
6.2,28.0,1000.0,87.28,0,2026-05-01T07:49:50.774928+00:00
6.22,28.0,1000.0,86.41,0,2026-05-01T07:49:54.038624+00:00
6.21,28.06,1000.0,87.18,0,2026-05-01T07:49:57.302206+00:00
6.21,28.06,1000.0,87.18,0,2026-05-01T07:50:00.564751+00:00
6.22,28.06,1000.0,87.47,0,2026-05-01T07:50:03.827211+00:00
6.22,28.12,1000.0,89.09,0,2026-05-01T07:50:07.089755+00:00
6.25,28.12,573.5,88.23,0,2026-05-01T07:51:07.919246+00:00
6.21,28.31,745.21,86.48,0,2026-05-01T07:51:11.040672+00:00
6.21,28.31,796.73,84.47,0,2026-05-01T07:51:14.235084+00:00
6.18,28.37,812.86,88.96,0,2026-05-01T07:51:17.431359+00:00
6.16,28.44,814.97,88.29,0,2026-05-01T07:51:20.625113+00:00
6.2,28.44,819.02,89.43,0,2026-05-01T07:51:23.817324+00:00
6.2,28.5,821.43,91.32,0,2026-05-01T07:51:27.010791+00:00
6.21,28.5,821.81,89.9,0,2026-05-01T07:51:30.206025+00:00
6.17,28.5,822.44,88.76,0,2026-05-01T07:51:33.401462+00:00
6.24,28.56,821.09,91.22,0,2026-05-01T07:51:36.592447+00:00
6.2,28.56,821.71,91.5,0,2026-05-01T07:51:39.787604+00:00
6.21,28.56,822.58,91.79,0,2026-05-01T07:51:42.980389+00:00
6.19,28.56,822.5,91.79,0,2026-05-01T07:51:46.174431+00:00
6.21,28.62,821.45,91.11,0,2026-05-01T07:51:49.368470+00:00
6.23,28.62,822.67,91.68,0,2026-05-01T07:51:52.562420+00:00
6.19,28.69,823.04,91.57,0,2026-05-01T07:51:55.756906+00:00
6.23,28.69,823.49,91.57,0,2026-05-01T07:51:58.950860+00:00
6.2,28.69,822.95,91.57,0,2026-05-01T07:52:02.145021+00:00
6.25,28.69,823.81,90.72,0,2026-05-01T07:52:05.339079+00:00
6.19,28.69,822.87,91.57,0,2026-05-01T07:52:11.172913+00:00
6.21,28.69,822.42,91.57,0,2026-05-01T07:52:11.729075+00:00
6.15,28.75,823.14,91.47,0,2026-05-01T07:52:14.922035+00:00
6.19,28.75,822.5,91.18,0,2026-05-01T07:52:18.115728+00:00
6.18,28.75,822.48,91.75,0,2026-05-01T07:52:21.311130+00:00
6.21,28.75,821.96,91.47,0,2026-05-01T07:52:24.503419+00:00
6.24,28.81,822.31,91.36,0,2026-05-01T07:52:27.696640+00:00
6.16,28.81,820.54,92.21,0,2026-05-01T07:52:30.891533+00:00
6.22,28.81,821.2,91.36,0,2026-05-01T07:52:34.085824+00:00
6.23,28.87,821.58,91.25,0,2026-05-01T07:52:37.279611+00:00
6.23,28.81,823.05,93.06,0,2026-05-01T07:52:40.472833+00:00
6.23,28.87,822.13,91.54,0,2026-05-01T07:52:43.667754+00:00
6.17,28.87,821.17,91.82,0,2026-05-01T07:52:46.862538+00:00
6.18,28.87,821.39,91.54,0,2026-05-01T07:52:50.054835+00:00
6.2,28.94,819.75,92.56,0,2026-05-01T07:52:53.249669+00:00
6.19,28.94,817.72,90.58,0,2026-05-01T07:52:56.443630+00:00
6.22,28.94,816.26,92.56,0,2026-05-01T07:52:59.637120+00:00
6.24,28.94,816.67,93.12,0,2026-05-01T07:53:02.834174+00:00
6.23,29.0,816.28,91.89,0,2026-05-01T07:53:06.027197+00:00
6.24,29.0,814.97,91.61,0,2026-05-01T07:53:09.219741+00:00
6.2,29.0,813.55,91.32,0,2026-05-01T07:53:12.413718+00:00
6.24,29.06,813.81,91.5,0,2026-05-01T07:53:15.607657+00:00
6.2,29.0,813.03,92.45,0,2026-05-01T07:53:18.801381+00:00
6.2,29.0,813.14,92.17,0,2026-05-01T07:53:21.996076+00:00
6.22,29.06,813.86,92.34,0,2026-05-01T07:53:25.189905+00:00
6.2,29.06,813.39,90.94,0,2026-05-01T07:53:28.384036+00:00
6.21,29.06,813.42,92.63,0,2026-05-01T07:53:31.579667+00:00
6.2,29.06,814.28,92.91,0,2026-05-01T07:53:34.772152+00:00
6.22,29.06,815.22,92.34,0,2026-05-01T07:53:37.966291+00:00
6.25,29.12,816.36,92.24,0,2026-05-01T07:53:41.160111+00:00
6.21,29.06,817.39,93.75,0,2026-05-01T07:53:44.355415+00:00
6.23,29.12,818.89,92.8,0,2026-05-01T07:53:47.549681+00:00
6.2,29.12,818.32,92.8,0,2026-05-01T07:53:50.742348+00:00
6.22,29.12,818.49,92.52,0,2026-05-01T07:53:53.936103+00:00
6.26,29.19,819.56,91.85,0,2026-05-01T07:53:57.131111+00:00
6.15,29.19,820.57,92.41,0,2026-05-01T07:54:00.324450+00:00
6.18,29.19,820.19,92.41,0,2026-05-01T07:54:03.518406+00:00
6.2,29.19,820.42,92.69,0,2026-05-01T07:54:06.712870+00:00
6.21,29.19,820.48,92.13,0,2026-05-01T07:54:09.906571+00:00
6.17,29.19,820.67,92.69,0,2026-05-01T07:54:13.100477+00:00
6.27,29.19,820.22,91.85,0,2026-05-01T07:54:16.294422+00:00
6.24,29.25,820.25,92.03,0,2026-05-01T07:54:19.489253+00:00
6.23,29.25,819.58,92.59,0,2026-05-01T07:54:22.684042+00:00
6.22,29.25,820.06,91.18,0,2026-05-01T07:54:25.876842+00:00
6.16,29.31,820.21,93.6,0,2026-05-01T07:54:29.072118+00:00
6.23,29.31,819.74,92.2,0,2026-05-01T07:54:32.266107+00:00
6.16,29.37,820.39,92.09,0,2026-05-01T07:54:38.656687+00:00
6.21,29.37,820.48,90.97,0,2026-05-01T07:54:41.846782+00:00
6.21,29.37,821.01,91.25,0,2026-05-01T07:54:45.040677+00:00
